Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2108.89,наличный,Витебск,БелАгропромбанк-DBUN-016,18-11-2019,04:10:24,недостаточно средств,нет,0.0
юр. лицо,списание средств,3549.74,наличный,Витебск,МаксБанк-UIDJ-150,10-09-2006,19:34:25,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1521.24,безналичный,Гродно,БелАгропромбанк-BKNO-207,17-03-2002,17:41:02,успешно,нет,0.0
физ. лицо,получение средств,1367.88,безналичный,Гомель,Беларусбанк-ELKG-916,18-12-2001,02:49:40,успешно,нет,0.0
физ. лицо,получение средств,606.69,безналичный,Гродно,Беларусбанк-KBGJ-325,09-01-2006,08:34:13,успешно,нет,0.0
физ. лицо,списание средств,219.12,наличный,Брест,Приорбанк-YKOE-267,14-02-2024,04:28:22,успешно,нет,0.0
физ. лицо,списание средств,2567.64,безналичный,Гомель,Белинвестбанк-QBGQ-594,24-04-2006,18:52:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2937.77,наличный,Могилев,БелАгропромбанк-YEVB-999,08-09-2008,18:18:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,492.65,безналичный,Витебск,Приорбанк-GPCM-194,17-12-2000,22:46:57,успешно,нет,0.0
физ. лицо,получение средств,2636.62,безналичный,Гродно,БелАгропромбанк-BIOD-659,02-01-2015,10:25:13,успешно,нет,0.0
физ. лицо,списание средств,4140.55,наличный,Брест,МаксБанк-NMJX-135,25-03-2000,01:45:41,недостаточно средств,да,268.85
физ. лицо,списание средств,4986.4,наличный,Брест,Беларусбанк-DWPO-436,31-01-2022,09:22:46,успешно,да,318.44
юр. лицо,получение средств,3892.62,наличный,Витебск,БелАгропромбанк-PVVG-359,30-03-2014,11:04:52,успешно,нет,0.0
юр. лицо,получение средств,1699.41,наличный,Гомель,БелАгропромбанк-LTGW-592,07-06-2022,08:59:33,успешно,нет,0.0
юр. лицо,списание средств,3802.03,безналичный,Брест,Беларусбанк-UYOU-664,24-03-2002,04:37:39,недостаточно средств,да,295.49
юр. лицо,получение средств,4305.78,безналичный,Могилев,МаксБанк-BHFF-101,25-11-2014,12:09:22,успешно,нет,0.0
юр. лицо,списание средств,4115.12,наличный,Гомель,БелАгропромбанк-MYXR-467,20-04-2021,20:52:55,успешно,нет,0.0
физ. лицо,получение средств,3686.54,безналичный,Брест,Приорбанк-HTDS-152,25-05-2013,19:01:23,успешно,нет,0.0
физ. лицо,списание средств,1367.12,безналичный,Брест,БелАгропромбанк-PTXV-017,30-07-2021,16:40:51,неправильный ввод пин-кода,да,125.92
физ. лицо,получение средств,1126.9,наличный,Гродно,Белинвестбанк-ORIZ-942,09-03-2020,20:01:23,успешно,нет,0.0
юр. лицо,получение средств,3003.13,наличный,Брест,МаксБанк-RDPQ-843,02-10-2002,15:44:39,успешно,нет,0.0
физ. лицо,получение средств,1244.42,безналичный,Гомель,Белинвестбанк-PEAS-632,11-03-2006,08:48:27,успешно,нет,0.0
юр. лицо,получение средств,4906.02,наличный,Минск,Приорбанк-YXLJ-544,15-10-2004,08:57:17,успешно,нет,0.0
физ. лицо,получение средств,483.31,наличный,Минск,МаксБанк-EVDW-799,10-10-2001,08:28:44,успешно,нет,0.0
физ. лицо,получение средств,4392.56,безналичный,Минск,Белинвестбанк-OHBS-698,18-12-2016,06:23:43,успешно,нет,0.0
юр. лицо,получение средств,2502.78,безналичный,Гродно,МаксБанк-UCQX-615,07-06-2017,08:01:53,успешно,нет,0.0
физ. лицо,получение средств,3512.01,безналичный,Могилев,Белинвестбанк-ZZFV-380,23-01-2015,08:38:11,успешно,нет,0.0
юр. лицо,получение средств,4239.99,наличный,Витебск,БелАгропромбанк-DFYC-685,25-04-2022,10:47:49,успешно,нет,0.0
физ. лицо,списание средств,301.44,безналичный,Гродно,БелАгропромбанк-CLST-095,14-08-2010,22:45:04,неправильный ввод пин-кода,да,6.29
физ. лицо,списание средств,3669.37,безналичный,Могилев,БелАгропромбанк-JYTZ-162,07-04-2002,07:13:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2969.84,наличный,Витебск,БелАгропромбанк-YRHR-843,19-01-2011,11:56:25,успешно,нет,0.0
юр. лицо,получение средств,1551.74,наличный,Брест,БелАгропромбанк-PAKA-585,29-01-2024,00:01:29,успешно,нет,0.0
юр. лицо,получение средств,1221.52,безналичный,Гродно,Беларусбанк-JWEL-305,05-06-2016,03:34:31,успешно,нет,0.0
юр. лицо,получение средств,1496.57,безналичный,Гомель,Беларусбанк-UNFI-939,01-11-2006,21:43:47,успешно,нет,0.0
физ. лицо,получение средств,2823.45,наличный,Гомель,Белинвестбанк-QYWV-418,11-11-2009,12:50:13,успешно,нет,0.0
физ. лицо,получение средств,3423.9,безналичный,Могилев,Белинвестбанк-VFYH-350,06-08-2018,21:46:58,успешно,нет,0.0
физ. лицо,списание средств,2478.4,безналичный,Минск,Белинвестбанк-SNEK-793,29-12-2008,11:37:13,успешно,нет,0.0
физ. лицо,списание средств,294.91,наличный,Минск,Беларусбанк-XCJF-117,01-08-2000,01:44:34,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4207.91,безналичный,Гродно,Приорбанк-VETT-777,20-12-2014,19:11:47,успешно,да,199.74
юр. лицо,списание средств,465.74,наличный,Брест,Белинвестбанк-CCNG-212,28-10-2021,01:58:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2430.98,безналичный,Гродно,БелАгропромбанк-KSHS-986,05-10-2006,23:20:33,успешно,нет,0.0
юр. лицо,списание средств,2749.56,наличный,Минск,Беларусбанк-GCIC-796,12-08-2023,09:31:42,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3391.25,наличный,Витебск,МаксБанк-PDOG-260,22-03-2000,05:05:49,недостаточно средств,нет,0.0
физ. лицо,получение средств,411.71,наличный,Гомель,Приорбанк-RONJ-132,10-10-2000,13:15:27,успешно,нет,0.0
юр. лицо,получение средств,3808.75,наличный,Могилев,Белинвестбанк-MQYI-992,20-12-2005,20:39:57,успешно,нет,0.0
физ. лицо,списание средств,1803.59,безналичный,Гомель,Приорбанк-QCKP-273,11-08-2004,08:03:04,неправильный ввод пин-кода,да,46.07
юр. лицо,получение средств,2591.27,безналичный,Витебск,Беларусбанк-CWTA-382,10-07-2001,05:46:02,успешно,нет,0.0
физ. лицо,списание средств,3435.99,наличный,Брест,Приорбанк-QRMP-628,12-06-2014,01:34:15,успешно,нет,0.0
физ. лицо,списание средств,166.31,наличный,Минск,Приорбанк-NCWE-641,19-05-2000,12:31:16,успешно,да,2.95
юр. лицо,получение средств,1510.03,наличный,Брест,МаксБанк-YBWB-800,28-02-2007,05:29:14,успешно,нет,0.0
юр. лицо,получение средств,3501.49,безналичный,Витебск,Белинвестбанк-FINV-015,16-01-2019,08:58:54,успешно,нет,0.0
юр. лицо,получение средств,3232.18,безналичный,Брест,Белинвестбанк-FYTV-577,21-08-2001,00:12:22,успешно,нет,0.0
юр. лицо,списание средств,4139.63,наличный,Могилев,МаксБанк-EHDC-848,03-07-2021,04:42:17,успешно,да,177.37
физ. лицо,списание средств,241.74,наличный,Брест,Приорбанк-BAMT-586,04-04-2022,22:56:08,неправильный ввод пин-кода,да,8.46
юр. лицо,списание средств,3024.38,безналичный,Витебск,Приорбанк-QTXB-686,28-08-2008,12:53:27,успешно,нет,0.0
физ. лицо,списание средств,4135.99,безналичный,Гродно,Беларусбанк-OYSQ-592,28-08-2009,11:40:51,успешно,да,114.81
физ. лицо,получение средств,2470.29,безналичный,Витебск,Белинвестбанк-GSQK-389,09-05-2001,17:55:07,успешно,нет,0.0
физ. лицо,получение средств,1184.85,безналичный,Витебск,БелАгропромбанк-IOIT-554,29-04-2019,14:42:20,успешно,нет,0.0
юр. лицо,получение средств,640.92,безналичный,Гродно,БелАгропромбанк-LRAU-158,10-06-2014,11:40:56,успешно,нет,0.0
физ. лицо,получение средств,2406.08,наличный,Минск,БелАгропромбанк-DQVU-728,11-05-2003,12:16:40,успешно,нет,0.0
физ. лицо,списание средств,965.13,безналичный,Витебск,МаксБанк-DUDF-050,02-04-2007,09:15:08,недостаточно средств,да,63.01
юр. лицо,получение средств,3279.56,наличный,Гродно,Белинвестбанк-VQGC-425,11-10-2015,07:02:44,успешно,нет,0.0
юр. лицо,получение средств,2540.72,безналичный,Могилев,Приорбанк-EJJK-444,15-08-2018,03:13:19,успешно,нет,0.0
юр. лицо,получение средств,3582.6,безналичный,Гомель,Приорбанк-UUZR-479,21-03-2000,19:55:29,успешно,нет,0.0
юр. лицо,получение средств,1162.09,безналичный,Могилев,БелАгропромбанк-HXBC-426,06-10-2015,16:08:19,успешно,нет,0.0
юр. лицо,получение средств,2385.37,безналичный,Гродно,Приорбанк-QLZA-063,15-01-2013,00:18:23,успешно,нет,0.0
юр. лицо,списание средств,4384.34,безналичный,Брест,Приорбанк-FJHB-339,13-03-2008,22:58:29,недостаточно средств,да,171.87
юр. лицо,получение средств,1751.56,наличный,Витебск,Белинвестбанк-LCVE-747,12-09-2005,03:45:58,успешно,нет,0.0
юр. лицо,получение средств,3783.98,наличный,Гродно,Приорбанк-CARY-560,20-05-2002,11:29:26,успешно,нет,0.0
юр. лицо,получение средств,4909.03,наличный,Минск,Белинвестбанк-ELEG-674,19-05-2000,20:33:12,успешно,нет,0.0
физ. лицо,списание средств,3300.38,наличный,Минск,БелАгропромбанк-DXGJ-575,22-09-2019,02:29:35,недостаточно средств,нет,0.0
юр. лицо,списание средств,3067.63,безналичный,Гродно,Приорбанк-TQGZ-957,10-12-2005,11:30:18,недостаточно средств,да,283.44
физ. лицо,получение средств,908.09,безналичный,Витебск,МаксБанк-GRFO-546,29-09-2008,17:27:20,успешно,нет,0.0
юр. лицо,списание средств,1072.96,безналичный,Гомель,Беларусбанк-JKOW-518,07-03-2017,04:40:01,неправильный ввод пин-кода,да,91.69
физ. лицо,получение средств,707.43,безналичный,Минск,Приорбанк-DDPD-901,15-01-2014,22:25:58,успешно,нет,0.0
физ. лицо,получение средств,2512.34,наличный,Витебск,Белинвестбанк-DHEW-646,01-05-2004,15:17:48,успешно,нет,0.0
юр. лицо,списание средств,230.74,безналичный,Витебск,Приорбанк-OPDO-410,07-08-2012,06:23:29,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2708.07,наличный,Минск,БелАгропромбанк-NVMS-100,26-04-2009,20:37:26,успешно,нет,0.0
юр. лицо,получение средств,4727.49,наличный,Гомель,Белинвестбанк-HSMZ-818,20-11-2003,03:27:33,успешно,нет,0.0
юр. лицо,списание средств,113.87,безналичный,Гомель,Белинвестбанк-QQPR-795,27-05-2014,13:56:48,недостаточно средств,да,2.01
физ. лицо,получение средств,4136.81,наличный,Витебск,Приорбанк-QWEP-737,12-10-2016,01:01:04,успешно,нет,0.0
физ. лицо,списание средств,263.95,наличный,Могилев,МаксБанк-EIQB-722,05-09-2000,12:45:33,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3076.6,безналичный,Витебск,БелАгропромбанк-GZDV-424,02-08-2013,02:57:57,успешно,нет,0.0
физ. лицо,получение средств,2586.29,безналичный,Гродно,Белинвестбанк-VGDU-998,03-02-2020,04:18:02,успешно,нет,0.0
физ. лицо,списание средств,3082.97,наличный,Брест,Белинвестбанк-ZYTW-653,28-01-2003,12:51:39,успешно,да,182.4
физ. лицо,получение средств,2810.71,безналичный,Могилев,БелАгропромбанк-WBVY-862,23-10-2007,22:44:24,успешно,нет,0.0
физ. лицо,списание средств,3115.42,безналичный,Минск,Приорбанк-CUVF-049,02-11-2020,22:42:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,2039.56,безналичный,Гомель,БелАгропромбанк-PHHI-115,25-12-2011,02:58:18,успешно,да,26.06
физ. лицо,списание средств,3571.63,безналичный,Гродно,Белинвестбанк-LSSI-859,23-05-2024,14:20:49,недостаточно средств,нет,0.0
юр. лицо,списание средств,774.74,наличный,Гомель,Белинвестбанк-VFRA-826,21-07-2001,07:27:19,недостаточно средств,нет,0.0
юр. лицо,получение средств,2085.64,безналичный,Минск,БелАгропромбанк-IGSR-008,09-04-2001,05:06:53,успешно,нет,0.0
юр. лицо,получение средств,2898.25,наличный,Гродно,Приорбанк-HORY-985,18-09-2020,05:18:16,успешно,нет,0.0
юр. лицо,получение средств,3987.07,безналичный,Гомель,Приорбанк-YOQV-346,08-09-2010,10:24:25,успешно,нет,0.0
юр. лицо,получение средств,3623.48,наличный,Могилев,БелАгропромбанк-UIKC-445,25-11-2008,21:11:20,успешно,нет,0.0
юр. лицо,списание средств,4752.8,наличный,Брест,Приорбанк-PYUA-830,16-12-2004,05:38:42,успешно,нет,0.0
физ. лицо,списание средств,77.59,безналичный,Гродно,МаксБанк-QAKG-835,21-08-2024,03:29:44,успешно,нет,0.0
физ. лицо,получение средств,333.54,наличный,Витебск,МаксБанк-JMWP-151,18-07-2021,20:28:33,успешно,нет,0.0
юр. лицо,списание средств,335.73,наличный,Гродно,БелАгропромбанк-QEWX-291,04-04-2007,15:43:16,недостаточно средств,нет,0.0
юр. лицо,получение средств,1267.82,наличный,Гродно,МаксБанк-SHTO-284,28-11-2024,10:51:27,успешно,нет,0.0
физ. лицо,списание средств,2050.42,безналичный,Минск,БелАгропромбанк-SQMH-552,16-06-2011,21:25:50,недостаточно средств,нет,0.0
юр. лицо,списание средств,3636.62,наличный,Минск,МаксБанк-LFVN-082,19-02-2009,04:16:10,недостаточно средств,да,82.62
физ. лицо,списание средств,4251.89,наличный,Могилев,Беларусбанк-IDVN-189,01-05-2017,14:02:17,успешно,нет,0.0
юр. лицо,списание средств,301.23,наличный,Могилев,БелАгропромбанк-JBOU-273,14-05-2021,05:11:17,недостаточно средств,нет,0.0
физ. лицо,получение средств,4176.94,наличный,Витебск,МаксБанк-QOQK-378,24-10-2019,04:45:36,успешно,нет,0.0
физ. лицо,получение средств,4304.01,наличный,Гродно,БелАгропромбанк-XOJW-219,17-09-2018,02:52:41,успешно,нет,0.0
юр. лицо,списание средств,4843.35,безналичный,Могилев,МаксБанк-KTHW-828,10-01-2020,12:32:15,неправильный ввод пин-кода,да,83.22
физ. лицо,списание средств,3307.94,наличный,Витебск,Беларусбанк-WVDL-119,15-06-2018,10:45:20,успешно,да,308.59
юр. лицо,списание средств,2360.6,наличный,Брест,Белинвестбанк-STAN-762,02-03-2008,02:23:01,недостаточно средств,нет,0.0
физ. лицо,списание средств,2766.24,наличный,Брест,МаксБанк-NDMQ-759,03-04-2017,06:58:23,успешно,нет,0.0
физ. лицо,списание средств,332.45,наличный,Минск,БелАгропромбанк-ZVSN-038,11-10-2017,11:30:55,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2250.69,наличный,Гомель,БелАгропромбанк-AINR-479,18-04-2013,06:58:45,недостаточно средств,да,95.88
юр. лицо,получение средств,4924.35,наличный,Витебск,Белинвестбанк-FOJM-214,03-07-2009,16:58:45,успешно,нет,0.0
физ. лицо,списание средств,2238.05,безналичный,Витебск,БелАгропромбанк-TDCX-697,30-09-2020,21:34:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1362.49,безналичный,Могилев,Белинвестбанк-ZHCQ-589,16-01-2009,03:12:07,успешно,нет,0.0
юр. лицо,списание средств,3580.8,наличный,Могилев,Беларусбанк-XGRQ-992,03-06-2004,11:00:24,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3841.45,наличный,Витебск,Беларусбанк-RRQM-706,01-12-2010,07:18:53,успешно,нет,0.0
физ. лицо,списание средств,1575.91,безналичный,Гомель,Беларусбанк-KJJP-147,06-05-2007,08:24:28,недостаточно средств,нет,0.0
юр. лицо,получение средств,1332.42,наличный,Витебск,Беларусбанк-OEKC-403,26-01-2002,00:39:46,успешно,нет,0.0
юр. лицо,списание средств,1534.88,безналичный,Брест,БелАгропромбанк-XPFO-157,09-11-2021,16:31:18,недостаточно средств,да,15.77
юр. лицо,списание средств,1630.74,наличный,Гомель,Беларусбанк-ODHB-392,13-06-2006,07:57:53,недостаточно средств,да,25.64
физ. лицо,получение средств,4666.39,наличный,Минск,Беларусбанк-JCAW-422,13-06-2016,12:24:29,успешно,нет,0.0
физ. лицо,списание средств,4446.36,безналичный,Брест,Белинвестбанк-LHRL-439,12-04-2021,23:55:11,успешно,нет,0.0
физ. лицо,получение средств,1498.19,наличный,Гомель,МаксБанк-BZLB-697,18-06-2010,08:13:43,успешно,нет,0.0
юр. лицо,списание средств,2906.79,наличный,Гродно,Беларусбанк-SWOK-975,26-01-2001,04:46:06,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4767.35,безналичный,Гомель,Беларусбанк-VNBU-749,14-08-2008,15:58:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4672.71,наличный,Гродно,Беларусбанк-GPYV-190,23-04-2023,21:27:52,успешно,нет,0.0
юр. лицо,списание средств,4024.93,безналичный,Гродно,БелАгропромбанк-OFBZ-894,28-05-2023,19:28:32,недостаточно средств,да,318.27
физ. лицо,получение средств,3900.18,безналичный,Гродно,Приорбанк-CQNF-630,20-12-2023,09:24:25,успешно,нет,0.0
юр. лицо,получение средств,2368.92,наличный,Витебск,МаксБанк-ETJY-227,10-12-2006,19:15:48,успешно,нет,0.0
юр. лицо,списание средств,3891.82,безналичный,Гомель,МаксБанк-HLRZ-596,27-09-2004,22:00:07,неправильный ввод пин-кода,да,265.38
юр. лицо,списание средств,3839.1,наличный,Брест,МаксБанк-ILYR-458,25-07-2012,22:43:48,успешно,да,199.95
физ. лицо,получение средств,2706.03,безналичный,Гродно,Приорбанк-HYNI-923,02-05-2024,14:14:16,успешно,нет,0.0
физ. лицо,списание средств,1708.22,наличный,Брест,МаксБанк-CDPC-294,21-05-2000,06:58:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,658.09,безналичный,Минск,Беларусбанк-GUGN-707,27-01-2020,15:49:57,успешно,нет,0.0
физ. лицо,получение средств,4510.71,наличный,Гродно,Белинвестбанк-ECLI-061,13-05-2015,15:02:57,успешно,нет,0.0
юр. лицо,списание средств,2800.6,наличный,Минск,Белинвестбанк-TLZR-432,10-01-2020,14:59:35,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1295.16,наличный,Витебск,Беларусбанк-OQFK-664,28-03-2013,06:15:18,успешно,нет,0.0
юр. лицо,получение средств,3028.88,наличный,Могилев,Приорбанк-DVEG-569,02-07-2011,20:02:15,успешно,нет,0.0
физ. лицо,получение средств,1752.81,наличный,Витебск,Приорбанк-EXGC-305,28-11-2000,04:10:09,успешно,нет,0.0
юр. лицо,списание средств,1208.28,безналичный,Витебск,Приорбанк-BRON-129,06-02-2013,04:52:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4248.36,наличный,Витебск,Приорбанк-NBLZ-663,19-08-2002,21:10:23,недостаточно средств,нет,0.0
юр. лицо,получение средств,3155.91,наличный,Брест,Приорбанк-VCKL-428,18-07-2005,21:08:02,успешно,нет,0.0
физ. лицо,списание средств,726.06,наличный,Брест,Приорбанк-IQBU-109,26-07-2015,05:43:01,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3646.24,безналичный,Минск,МаксБанк-ESDE-449,25-05-2015,09:30:03,успешно,нет,0.0
физ. лицо,получение средств,1519.3,наличный,Витебск,Приорбанк-ZUYZ-556,01-06-2002,17:24:48,успешно,нет,0.0
юр. лицо,получение средств,786.62,безналичный,Витебск,Приорбанк-JFWL-471,27-09-2000,16:26:01,успешно,нет,0.0
юр. лицо,получение средств,1037.03,наличный,Гомель,Приорбанк-VWLT-494,08-01-2018,13:05:39,успешно,нет,0.0
юр. лицо,списание средств,2794.36,наличный,Гродно,МаксБанк-CHMM-372,18-02-2014,05:10:50,недостаточно средств,да,212.67
физ. лицо,списание средств,3476.13,наличный,Могилев,БелАгропромбанк-PYOJ-560,08-02-2024,04:15:20,неправильный ввод пин-кода,да,85.61
физ. лицо,получение средств,1776.14,наличный,Витебск,Беларусбанк-LWCP-804,02-03-2018,06:17:05,успешно,нет,0.0
юр. лицо,списание средств,4536.97,наличный,Минск,Приорбанк-BHXY-581,26-02-2012,10:21:34,недостаточно средств,да,383.82
юр. лицо,получение средств,1803.59,безналичный,Гродно,Приорбанк-GIFB-774,11-07-2004,14:13:14,успешно,нет,0.0
юр. лицо,получение средств,3744.56,наличный,Гродно,БелАгропромбанк-VBZZ-382,18-03-2003,01:07:00,успешно,нет,0.0
юр. лицо,получение средств,210.02,безналичный,Витебск,Беларусбанк-KOSK-139,02-07-2022,16:29:07,успешно,нет,0.0
физ. лицо,получение средств,2156.23,безналичный,Могилев,Приорбанк-UPZC-507,04-11-2001,20:10:09,успешно,нет,0.0
физ. лицо,списание средств,4356.57,безналичный,Гродно,Беларусбанк-GUVZ-663,13-12-2014,20:36:45,недостаточно средств,нет,0.0
юр. лицо,получение средств,3415.53,безналичный,Гомель,БелАгропромбанк-DXQL-028,23-06-2008,08:25:30,успешно,нет,0.0
физ. лицо,получение средств,2520.96,наличный,Могилев,БелАгропромбанк-XVOA-014,16-09-2013,20:33:01,успешно,нет,0.0
юр. лицо,списание средств,2050.62,безналичный,Гродно,БелАгропромбанк-MSBP-065,22-05-2020,21:41:26,недостаточно средств,да,203.32
юр. лицо,списание средств,4760.76,безналичный,Минск,МаксБанк-OAGD-628,22-02-2001,03:45:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3592.56,наличный,Могилев,Приорбанк-AZBD-484,07-04-2004,22:44:38,успешно,нет,0.0
юр. лицо,списание средств,3581.0,безналичный,Могилев,БелАгропромбанк-FPEL-513,09-04-2009,07:20:39,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2353.49,наличный,Витебск,Белинвестбанк-LDMD-776,14-10-2021,22:02:29,успешно,нет,0.0
физ. лицо,списание средств,4833.66,безналичный,Витебск,БелАгропромбанк-GXLZ-930,06-10-2000,14:51:48,успешно,нет,0.0
физ. лицо,получение средств,2613.96,наличный,Гродно,Белинвестбанк-PRXA-035,20-05-2012,08:37:10,успешно,нет,0.0
юр. лицо,получение средств,1892.12,безналичный,Гродно,Беларусбанк-XGPS-583,10-08-2002,20:18:51,успешно,нет,0.0
юр. лицо,списание средств,1369.31,безналичный,Витебск,БелАгропромбанк-TDMG-988,24-11-2000,10:50:06,недостаточно средств,нет,0.0
физ. лицо,получение средств,43.91,наличный,Витебск,БелАгропромбанк-RCME-882,01-01-2005,19:04:11,успешно,нет,0.0
юр. лицо,получение средств,2543.94,безналичный,Брест,БелАгропромбанк-CWVI-395,29-10-2008,01:41:23,успешно,нет,0.0
физ. лицо,списание средств,3160.22,наличный,Могилев,Приорбанк-YMBR-398,09-04-2005,16:38:48,недостаточно средств,да,121.6
юр. лицо,списание средств,4272.62,наличный,Минск,Приорбанк-BSQK-068,23-04-2012,20:22:56,недостаточно средств,нет,0.0
физ. лицо,получение средств,3681.73,наличный,Витебск,Приорбанк-DIQF-691,08-05-2023,02:59:59,успешно,нет,0.0
физ. лицо,получение средств,3311.0,наличный,Гомель,БелАгропромбанк-SDBR-095,02-05-2018,01:35:33,успешно,нет,0.0
юр. лицо,списание средств,1005.81,безналичный,Витебск,Беларусбанк-UXDY-180,15-04-2005,21:38:26,недостаточно средств,нет,0.0
юр. лицо,списание средств,2065.72,наличный,Брест,МаксБанк-ZWAG-858,31-08-2002,01:22:13,неправильный ввод пин-кода,да,160.12
физ. лицо,получение средств,1431.34,наличный,Могилев,Белинвестбанк-LIRY-777,15-02-2006,23:55:00,успешно,нет,0.0
физ. лицо,получение средств,958.72,наличный,Брест,Беларусбанк-UMDJ-961,30-09-2012,02:44:58,успешно,нет,0.0
физ. лицо,списание средств,422.68,наличный,Гомель,БелАгропромбанк-AJVK-574,16-08-2017,06:10:19,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,673.79,наличный,Витебск,Белинвестбанк-PRBC-735,12-03-2022,07:35:55,успешно,нет,0.0
юр. лицо,получение средств,3402.52,наличный,Гомель,Белинвестбанк-QZWJ-663,16-07-2020,20:17:29,успешно,нет,0.0
физ. лицо,списание средств,261.15,наличный,Минск,БелАгропромбанк-LTKX-784,22-12-2014,15:38:01,неправильный ввод пин-кода,да,4.09
физ. лицо,получение средств,2516.15,наличный,Гомель,Белинвестбанк-SHMR-937,20-05-2020,18:19:08,успешно,нет,0.0
физ. лицо,получение средств,4439.34,безналичный,Гродно,Беларусбанк-FOPG-618,24-12-2000,06:07:39,успешно,нет,0.0
физ. лицо,получение средств,4582.74,наличный,Витебск,МаксБанк-ESBI-333,06-08-2002,05:29:16,успешно,нет,0.0
физ. лицо,получение средств,3517.79,наличный,Брест,МаксБанк-PYGG-272,14-12-2020,07:13:44,успешно,нет,0.0
физ. лицо,получение средств,1293.14,безналичный,Витебск,БелАгропромбанк-SEPP-084,20-10-2015,09:57:34,успешно,нет,0.0
юр. лицо,списание средств,2137.32,безналичный,Гродно,МаксБанк-MWYD-237,07-07-2002,19:54:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3349.68,наличный,Витебск,МаксБанк-FRTW-753,19-01-2024,16:56:41,недостаточно средств,нет,0.0
физ. лицо,получение средств,821.51,наличный,Гомель,Беларусбанк-TJYV-745,25-02-2022,04:24:56,успешно,нет,0.0
физ. лицо,получение средств,3088.34,безналичный,Могилев,Белинвестбанк-LYXW-093,29-09-2018,23:18:34,успешно,нет,0.0
юр. лицо,списание средств,2287.61,наличный,Брест,Белинвестбанк-ZKMK-836,27-09-2022,05:31:11,успешно,да,214.07
юр. лицо,получение средств,2989.01,безналичный,Гомель,БелАгропромбанк-PZYI-788,15-07-2022,17:58:09,успешно,нет,0.0
физ. лицо,получение средств,3146.28,безналичный,Витебск,Приорбанк-RQUG-306,22-04-2004,22:53:04,успешно,нет,0.0
юр. лицо,списание средств,4503.7,безналичный,Минск,Беларусбанк-JEXW-558,30-03-2001,19:38:56,недостаточно средств,нет,0.0
физ. лицо,списание средств,1395.75,наличный,Могилев,МаксБанк-ZWWA-725,03-05-2024,23:46:19,недостаточно средств,да,47.1
юр. лицо,получение средств,3248.21,наличный,Гомель,БелАгропромбанк-YHCP-232,01-06-2017,14:09:40,успешно,нет,0.0
юр. лицо,получение средств,1100.41,наличный,Витебск,Беларусбанк-JIHF-976,08-04-2004,06:09:54,успешно,нет,0.0
юр. лицо,получение средств,788.0,безналичный,Гродно,МаксБанк-LMTZ-143,20-08-2007,13:09:28,успешно,нет,0.0
физ. лицо,получение средств,1890.53,безналичный,Брест,Приорбанк-OFAK-919,09-11-2004,15:01:25,успешно,нет,0.0
юр. лицо,списание средств,3906.39,безналичный,Гомель,Беларусбанк-AVGS-585,08-06-2015,21:00:55,недостаточно средств,нет,0.0
юр. лицо,получение средств,534.73,безналичный,Могилев,МаксБанк-YWUU-451,28-01-2015,02:13:34,успешно,нет,0.0
юр. лицо,списание средств,3198.27,наличный,Могилев,МаксБанк-MMVZ-321,26-06-2001,13:07:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3162.61,наличный,Гродно,Белинвестбанк-DAPA-115,11-09-2015,14:35:29,успешно,нет,0.0
юр. лицо,получение средств,4039.26,наличный,Гомель,БелАгропромбанк-BTBJ-412,20-03-2000,18:39:16,успешно,нет,0.0
физ. лицо,получение средств,2417.92,наличный,Гродно,Приорбанк-QSQD-099,01-02-2004,06:23:26,успешно,нет,0.0
юр. лицо,списание средств,4904.26,безналичный,Брест,МаксБанк-DUXV-441,03-05-2020,19:33:20,недостаточно средств,да,272.36
